Date,Maximum,Minimum,Average,Precipitation,Weekday,weekday_num,Dispatched_calls
2018-01-09,58,52,55.0,0.42,Tuesday,1,378
2018-01-10,58,51,54.5,0.0,Wednesday,2,367
2018-01-11,58,52,55.0,0.0,Thursday,3,352
2018-01-12,55,50,52.5,0.0,Friday,4,383
2018-01-13,60,46,53.0,0.0,Saturday,5,368
2018-01-14,56,48,52.0,0.0,Sunday,6,331
2018-01-15,58,48,53.0,0.0,Monday,0,368
2018-01-16,59,55,57.0,,Tuesday,1,354
2018-01-17,58,52,55.0,0.0,Wednesday,2,331
2018-01-18,60,50,55.0,0.15,Thursday,3,366
2018-01-19,57,47,52.0,,Friday,4,358
2018-01-20,56,44,50.0,0.0,Saturday,5,390
2018-01-21,57,42,49.5,,Sunday,6,330
2018-01-22,58,51,54.5,0.25,Monday,0,349
2018-01-23,57,45,51.0,0.0,Tuesday,1,339
2018-01-24,60,45,52.5,0.27,Wednesday,2,355
2018-01-25,58,45,51.5,0.12,Thursday,3,363
2018-01-26,54,42,48.0,0.0,Friday,4,359
2018-01-27,60,42,51.0,0.0,Saturday,5,390
2018-01-28,66,46,56.0,0.0,Sunday,6,366
2018-01-29,61,47,54.0,,Monday,0,348
2018-01-30,64,48,56.0,0.0,Tuesday,1,383
2018-01-31,65,46,55.5,0.0,Wednesday,2,356
2018-02-01,73,51,62.0,0.0,Thursday,3,388
2018-02-02,73,51,62.0,0.0,Friday,4,360
2018-02-03,76,50,63.0,0.0,Saturday,5,405
2018-02-04,75,51,63.0,0.0,Sunday,6,363
2018-02-05,72,53,62.5,0.0,Monday,0,380
2018-02-06,75,52,63.5,0.0,Tuesday,1,375
2018-02-07,72,51,61.5,0.0,Wednesday,2,434
2018-02-08,74,51,62.5,0.0,Thursday,3,399
2018-02-09,74,51,62.5,0.0,Friday,4,392
2018-02-10,65,53,59.0,0.0,Saturday,5,327
2018-02-11,63,44,53.5,0.0,Sunday,6,306
2018-02-12,59,47,53.0,0.0,Monday,0,345
2018-02-13,63,49,56.0,0.0,Tuesday,1,357
2018-02-14,60,45,52.5,0.0,Wednesday,2,381
2018-02-15,64,44,54.0,0.0,Thursday,3,396
2018-02-16,65,42,53.5,0.0,Friday,4,361
2018-02-17,67,45,56.0,0.0,Saturday,5,321
2018-02-18,58,45,51.5,0.02,Sunday,6,342
2018-02-19,53,43,48.0,0.0,Monday,0,346
2018-02-20,53,36,44.5,0.0,Tuesday,1,321
2018-02-21,56,42,49.0,0.0,Wednesday,2,354
2018-02-22,55,45,50.0,0.02,Thursday,3,351
2018-02-23,54,39,46.5,0.0,Friday,4,355
2018-02-24,57,39,48.0,0.0,Saturday,5,338
2018-02-25,59,40,49.5,0.0,Sunday,6,351
2018-02-26,54,45,49.5,0.19,Monday,0,397
2018-02-27,58,44,51.0,0.0,Tuesday,1,332
2018-02-28,56,41,48.5,0.16,Wednesday,2,356
2018-03-01,59,48,53.5,1.04,Thursday,3,374
2018-03-02,56,45,50.5,0.18,Friday,4,390
2018-03-03,53,42,47.5,0.05,Saturday,5,372
2018-03-04,55,40,47.5,0.0,Sunday,6,366
2018-03-05,61,41,51.0,0.0,Monday,0,397
2018-03-06,65,45,55.0,0.0,Tuesday,1,353
2018-03-07,70,52,61.0,0.01,Wednesday,2,394
2018-03-08,65,50,57.5,0.01,Thursday,3,387
2018-03-09,65,49,57.0,0.0,Friday,4,356
2018-03-10,57,49,53.0,0.0,Saturday,5,376
2018-03-11,67,46,56.5,0.0,Sunday,6,316
2018-03-12,70,50,60.0,0.11,Monday,0,369
2018-03-13,62,51,56.5,0.26,Tuesday,1,323
2018-03-14,59,49,54.0,0.08,Wednesday,2,350
2018-03-15,59,44,51.5,0.14,Thursday,3,365
2018-03-16,56,47,51.5,0.15,Friday,4,355
2018-03-17,56,46,51.0,,Saturday,5,402
2018-03-18,56,41,48.5,0.0,Sunday,6,359
2018-03-19,62,44,53.0,0.0,Monday,0,321
2018-03-20,58,53,55.5,0.42,Tuesday,1,350
2018-03-21,65,55,60.0,0.13,Wednesday,2,371
2018-03-22,61,49,55.0,0.55,Thursday,3,351
2018-03-23,59,46,52.5,0.0,Friday,4,382
2018-03-24,57,48,52.5,0.13,Saturday,5,329
2018-03-25,57,45,51.0,0.06,Sunday,6,308
2018-03-26,62,45,53.5,0.0,Monday,0,414
2018-03-27,72,49,60.5,0.0,Tuesday,1,386
2018-03-28,77,51,64.0,0.0,Wednesday,2,377
2018-03-29,81,52,66.5,0.0,Thursday,3,376
2018-03-30,79,55,67.0,0.0,Friday,4,369
2018-03-31,64,51,57.5,0.0,Saturday,5,393
2018-04-01,65,51,58.0,0.0,Sunday,6,350
2018-04-02,63,51,57.0,0.0,Monday,0,363
2018-04-03,59,49,54.0,0.0,Tuesday,1,322
2018-04-04,60,51,55.5,0.0,Wednesday,2,337
2018-04-05,61,52,56.5,0.14,Thursday,3,330
2018-04-06,61,56,58.5,2.22,Friday,4,361
2018-04-07,62,54,58.0,1.07,Saturday,5,358
2018-04-08,61,50,55.5,0.0,Sunday,6,343
2018-04-09,74,52,63.0,0.0,Monday,0,375
2018-04-10,63,52,57.5,0.0,Tuesday,1,337
2018-04-11,60,49,54.5,0.14,Wednesday,2,373
2018-04-12,57,48,52.5,0.0,Thursday,3,333
2018-04-13,63,49,56.0,0.0,Friday,4,381
2018-04-14,68,52,60.0,0.0,Saturday,5,364
2018-04-15,60,50,55.0,0.21,Sunday,6,341
2018-04-16,55,45,50.0,0.13,Monday,0,334
2018-04-17,61,45,53.0,0.0,Tuesday,1,326
2018-04-18,57,49,53.0,0.0,Wednesday,2,364
2018-04-19,60,47,53.5,0.0,Thursday,3,347
2018-04-20,65,49,57.0,0.0,Friday,4,421
2018-04-21,71,49,60.0,0.0,Saturday,5,410
2018-04-22,72,49,60.5,0.0,Sunday,6,390
2018-04-23,70,52,61.0,0.0,Monday,0,379
2018-04-24,59,51,55.0,0.0,Tuesday,1,307
2018-04-25,58,49,53.5,0.0,Wednesday,2,332
2018-04-26,58,51,54.5,0.0,Thursday,3,329
2018-04-27,63,52,57.5,0.0,Friday,4,362
2018-04-28,63,53,58.0,0.0,Saturday,5,369
2018-04-29,61,52,56.5,0.0,Sunday,6,350
2018-04-30,60,50,55.0,0.0,Monday,0,326
2018-05-01,62,49,55.5,0.0,Tuesday,1,375
2018-05-02,60,50,55.0,0.0,Wednesday,2,410
2018-05-03,58,51,54.5,0.0,Thursday,3,358
2018-05-04,62,50,56.0,0.0,Friday,4,383
2018-05-05,57,50,53.5,0.0,Saturday,5,363
2018-05-06,59,52,55.5,0.0,Sunday,6,393
2018-05-07,66,52,59.0,0.0,Monday,0,390
2018-05-08,59,52,55.5,0.0,Tuesday,1,393
2018-05-09,62,53,57.5,0.0,Wednesday,2,308
2018-05-10,66,52,59.0,0.0,Thursday,3,367
2018-05-11,69,52,60.5,0.0,Friday,4,408
2018-05-12,69,53,61.0,0.0,Saturday,5,385
2018-05-13,61,53,57.0,0.0,Sunday,6,335
2018-05-14,58,52,55.0,0.0,Monday,0,382
2018-05-15,63,54,58.5,0.0,Tuesday,1,346
2018-05-16,63,53,58.0,0.0,Wednesday,2,355
2018-05-17,62,53,57.5,0.0,Thursday,3,357
2018-05-18,60,52,56.0,0.0,Friday,4,333
2018-05-19,59,52,55.5,0.0,Saturday,5,366
2018-05-20,59,52,55.5,0.0,Sunday,6,350
2018-05-21,61,50,55.5,0.0,Monday,0,378
2018-05-22,57,51,54.0,0.0,Tuesday,1,376
2018-05-23,59,53,56.0,0.04,Wednesday,2,381
2018-05-24,61,53,57.0,0.0,Thursday,3,359
2018-05-25,63,54,58.5,0.0,Friday,4,391
2018-05-26,63,53,58.0,0.0,Saturday,5,375
2018-05-27,70,52,61.0,0.0,Sunday,6,359
2018-05-28,77,55,66.0,0.0,Monday,0,350
2018-05-29,69,52,60.5,0.0,Tuesday,1,364
2018-05-30,58,51,54.5,0.0,Wednesday,2,342
2018-05-31,60,51,55.5,0.0,Thursday,3,327
2018-06-01,68,50,59.0,0.0,Friday,4,395
2018-06-02,78,53,65.5,0.0,Saturday,5,409
2018-06-03,73,54,63.5,0.0,Sunday,6,414
2018-06-04,64,52,58.0,0.0,Monday,0,344
2018-06-05,63,50,56.5,0.0,Tuesday,1,380
2018-06-06,60,51,55.5,0.0,Wednesday,2,407
2018-06-07,61,52,56.5,0.0,Thursday,3,372
2018-06-08,64,52,58.0,0.0,Friday,4,362
2018-06-09,63,54,58.5,0.01,Saturday,5,365
2018-06-10,65,52,58.5,0.0,Sunday,6,342
2018-06-11,67,54,60.5,0.0,Monday,0,381
2018-06-12,71,55,63.0,0.0,Tuesday,1,335
2018-06-13,75,53,64.0,0.0,Wednesday,2,352
2018-06-14,64,53,58.5,0.0,Thursday,3,343
2018-06-15,59,53,56.0,0.0,Friday,4,354
2018-06-16,67,53,60.0,0.0,Saturday,5,350
2018-06-17,66,55,60.5,0.0,Sunday,6,349
2018-06-18,63,54,58.5,0.0,Monday,0,374
2018-06-19,60,53,56.5,0.0,Tuesday,1,308
2018-06-20,59,52,55.5,0.0,Wednesday,2,339
2018-06-21,69,51,60.0,0.0,Thursday,3,367
2018-06-22,71,53,62.0,0.0,Friday,4,399
2018-06-23,80,55,67.5,0.0,Saturday,5,437
2018-06-24,73,55,64.0,0.0,Sunday,6,414
2018-06-25,64,55,59.5,0.0,Monday,0,445
2018-06-26,64,53,58.5,0.0,Tuesday,1,335
2018-06-27,58,54,56.0,0.0,Wednesday,2,325
2018-06-28,66,54,60.0,0.0,Thursday,3,394
2018-06-29,71,53,62.0,0.0,Friday,4,382
2018-06-30,68,55,61.5,0.0,Saturday,5,302
2018-07-01,62,55,58.5,0.0,Sunday,6,333
2018-07-02,63,55,59.0,0.0,Monday,0,347
2018-07-03,68,54,61.0,0.0,Tuesday,1,374
2018-07-04,64,54,59.0,0.0,Wednesday,2,374
2018-07-05,68,53,60.5,0.0,Thursday,3,404
2018-07-06,73,59,66.0,0.0,Friday,4,377
2018-07-07,67,56,61.5,0.0,Saturday,5,347
2018-07-08,67,54,60.5,0.0,Sunday,6,309
2018-07-09,74,55,64.5,0.0,Monday,0,376
2018-07-10,77,55,66.0,0.0,Tuesday,1,338
2018-07-11,68,55,61.5,0.0,Wednesday,2,374
2018-07-12,66,56,61.0,0.0,Thursday,3,360
2018-07-13,68,57,62.5,0.0,Friday,4,371
2018-07-14,64,56,60.0,0.0,Saturday,5,345
2018-07-15,65,55,60.0,0.0,Sunday,6,324
2018-07-16,65,55,60.0,0.0,Monday,0,349
2018-07-17,65,55,60.0,0.0,Tuesday,1,386
2018-07-18,66,55,60.5,0.0,Wednesday,2,314
2018-07-19,66,55,60.5,0.0,Thursday,3,369
2018-07-20,71,57,64.0,0.0,Friday,4,360
2018-07-21,66,59,62.5,0.0,Saturday,5,351
2018-07-22,68,58,63.0,0.0,Sunday,6,381
2018-07-23,65,57,61.0,0.0,Monday,0,327
2018-07-24,65,56,60.5,0.0,Tuesday,1,328
2018-07-25,64,55,59.5,0.0,Wednesday,2,388
2018-07-26,61,54,57.5,0.0,Thursday,3,365
2018-07-27,59,53,56.0,0.0,Friday,4,338
2018-07-28,65,52,58.5,0.0,Saturday,5,317
2018-07-29,61,52,56.5,0.0,Sunday,6,307
2018-07-30,61,52,56.5,0.0,Monday,0,307
2018-07-31,61,52,56.5,0.0,Tuesday,1,310
2018-08-01,61,52,56.5,0.0,Wednesday,2,318
2018-08-02,63,52,57.5,0.0,Thursday,3,332
2018-08-03,71,53,62.0,0.0,Friday,4,390
2018-08-04,68,55,61.5,0.0,Saturday,5,356
2018-08-05,66,53,59.5,0.0,Sunday,6,317
2018-08-06,69,51,60.0,0.0,Monday,0,374
2018-08-07,59,51,55.0,0.0,Tuesday,1,356
2018-08-08,68,53,60.5,0.0,Wednesday,2,316
2018-08-09,72,53,62.5,0.0,Thursday,3,357
2018-08-10,66,53,59.5,0.0,Friday,4,365
2018-08-11,69,57,63.0,0.0,Saturday,5,367
2018-08-12,67,57,62.0,0.0,Sunday,6,375
2018-08-13,61,54,57.5,0.0,Monday,0,339
2018-08-14,63,55,59.0,0.0,Tuesday,1,327
2018-08-15,67,58,62.5,0.0,Wednesday,2,323
2018-08-16,66,57,61.5,0.0,Thursday,3,357
2018-08-17,65,54,59.5,0.0,Friday,4,342
2018-08-18,66,52,59.0,0.0,Saturday,5,334
2018-08-19,64,54,59.0,0.0,Sunday,6,301
2018-08-20,61,54,57.5,0.0,Monday,0,337
2018-08-21,64,55,59.5,0.0,Tuesday,1,362
2018-08-22,67,58,62.5,0.0,Wednesday,2,384
2018-08-23,66,59,62.5,0.0,Thursday,3,368
2018-08-24,66,56,61.0,0.0,Friday,4,337
2018-08-25,65,55,60.0,0.0,Saturday,5,334
2018-08-26,66,55,60.5,0.0,Sunday,6,339
2018-08-27,68,56,62.0,0.0,Monday,0,330
2018-08-28,68,57,62.5,0.0,Tuesday,1,343
2018-08-29,71,58,64.5,0.0,Wednesday,2,343
2018-08-30,68,58,63.0,0.0,Thursday,3,331
2018-08-31,66,56,61.0,0.0,Friday,4,356
2018-09-01,64,55,59.5,0.0,Saturday,5,347
2018-09-02,65,55,60.0,0.0,Sunday,6,317
2018-09-03,65,56,60.5,0.0,Monday,0,303
2018-09-04,66,56,61.0,0.0,Tuesday,1,349
2018-09-05,62,56,59.0,0.0,Wednesday,2,336
2018-09-06,61,55,58.0,0.0,Thursday,3,353
2018-09-07,66,55,60.5,0.0,Friday,4,366
2018-09-08,69,56,62.5,0.0,Saturday,5,385
2018-09-09,70,54,62.0,0.0,Sunday,6,350
2018-09-10,73,55,64.0,0.0,Monday,0,379
2018-09-11,69,54,61.5,0.0,Tuesday,1,382
2018-09-12,63,54,58.5,0.0,Wednesday,2,350
2018-09-13,65,55,60.0,0.0,Thursday,3,378
2018-09-14,65,54,59.5,0.0,Friday,4,389
2018-09-15,62,53,57.5,0.0,Saturday,5,322
2018-09-16,66,55,60.5,0.0,Sunday,6,354
2018-09-17,62,55,58.5,0.0,Monday,0,388
2018-09-18,64,54,59.0,0.0,Tuesday,1,353
2018-09-19,68,52,60.0,0.0,Wednesday,2,359
2018-09-20,83,57,70.0,0.0,Thursday,3,365
2018-09-21,64,54,59.0,0.0,Friday,4,354
2018-09-22,61,53,57.0,0.0,Saturday,5,361
2018-09-23,66,53,59.5,0.0,Sunday,6,346
2018-09-24,66,50,58.0,0.0,Monday,0,334
2018-09-25,64,53,58.5,0.0,Tuesday,1,350
2018-09-26,74,53,63.5,0.0,Wednesday,2,351
2018-09-27,60,51,55.5,0.0,Thursday,3,318
2018-09-28,65,55,60.0,0.0,Friday,4,346
2018-09-29,70,58,64.0,0.0,Saturday,5,333
2018-09-30,70,61,65.5,0.0,Sunday,6,363
2018-10-01,72,59,65.5,0.0,Monday,0,390
2018-10-02,78,61,69.5,0.21,Tuesday,1,404
2018-10-03,71,61,66.0,0.0,Wednesday,2,380
2018-10-04,68,57,62.5,0.0,Thursday,3,357
2018-10-05,66,55,60.5,0.0,Friday,4,366
2018-10-06,69,58,63.5,0.0,Saturday,5,390
2018-10-07,79,63,71.0,0.0,Sunday,6,372
2018-10-08,79,58,68.5,0.0,Monday,0,392
2018-10-09,65,55,60.0,0.0,Tuesday,1,382
2018-10-10,64,54,59.0,0.0,Wednesday,2,343
2018-10-11,66,54,60.0,0.0,Thursday,3,330
2018-10-12,78,54,66.0,0.0,Friday,4,347
2018-10-13,64,55,59.5,0.0,Saturday,5,340
2018-10-14,64,55,59.5,0.0,Sunday,6,286
2018-10-15,81,57,69.0,0.0,Monday,0,324
2018-10-16,71,54,62.5,0.0,Tuesday,1,330
2018-10-17,69,53,61.0,0.0,Wednesday,2,348
2018-10-18,65,53,59.0,0.0,Thursday,3,374
2018-10-19,72,52,62.0,0.0,Friday,4,336
2018-10-20,64,52,58.0,0.0,Saturday,5,372
2018-10-21,60,52,56.0,0.0,Sunday,6,334
2018-10-22,61,54,57.5,0.0,Monday,0,339
2018-10-23,62,54,58.0,0.0,Tuesday,1,366
2018-10-24,66,54,60.0,0.0,Wednesday,2,336
2018-10-25,72,54,63.0,0.0,Thursday,3,351
2018-10-26,72,55,63.5,0.0,Friday,4,405
2018-10-27,67,56,61.5,0.0,Saturday,5,350
2018-10-28,67,56,61.5,0.0,Sunday,6,335
2018-10-29,67,56,61.5,0.0,Monday,0,389
2018-10-30,68,54,61.0,0.0,Tuesday,1,357
2018-10-31,75,54,64.5,0.0,Wednesday,2,322
2018-11-01,81,59,70.0,0.0,Thursday,3,400
2018-11-02,73,56,64.5,0.0,Friday,4,406
2018-11-03,76,56,66.0,0.0,Saturday,5,394
2018-11-04,67,53,60.0,0.0,Sunday,6,404
2018-11-05,70,53,61.5,0.0,Monday,0,370
2018-11-06,76,53,64.5,0.0,Tuesday,1,334
2018-11-07,74,52,63.0,0.0,Wednesday,2,369
2018-11-08,71,56,63.5,0.0,Thursday,3,377
2018-11-09,68,53,60.5,0.0,Friday,4,378
2018-11-10,62,48,55.0,0.0,Saturday,5,352
2018-11-11,69,49,59.0,0.0,Sunday,6,349
2018-11-12,69,50,59.5,0.0,Monday,0,346
2018-11-13,63,52,57.5,0.0,Tuesday,1,340
2018-11-14,65,49,57.0,0.0,Wednesday,2,370
2018-11-15,63,49,56.0,0.0,Thursday,3,397
2018-11-16,66,50,58.0,0.0,Friday,4,401
2018-11-17,57,48,52.5,0.0,Saturday,5,337
2018-11-18,61,49,55.0,0.0,Sunday,6,330
2018-11-19,65,48,56.5,0.0,Monday,0,333
2018-11-20,65,49,57.0,0.0,Tuesday,1,324
2018-11-21,59,55,57.0,0.91,Wednesday,2,357
2018-11-22,62,55,58.5,0.69,Thursday,3,294
2018-11-23,60,55,57.5,0.59,Friday,4,339
2018-11-24,59,54,56.5,0.04,Saturday,5,307
2018-11-25,65,53,59.0,0.0,Sunday,6,339
2018-11-26,65,51,58.0,0.0,Monday,0,355
2018-11-27,59,53,56.0,0.34,Tuesday,1,357
2018-11-28,63,57,60.0,0.66,Wednesday,2,375
2018-11-29,60,54,57.0,0.33,Thursday,3,363
2018-11-30,61,52,56.5,0.0,Friday,4,375
2018-12-01,57,50,53.5,0.21,Saturday,5,311
2018-12-02,57,45,51.0,0.0,Sunday,6,354
2018-12-03,57,49,53.0,0.0,Monday,0,371
2018-12-04,55,51,53.0,0.03,Tuesday,1,363
2018-12-05,55,49,52.0,0.29,Wednesday,2,369
2018-12-06,60,52,56.0,0.0,Thursday,3,337
2018-12-07,61,49,55.0,0.0,Friday,4,387
2018-12-08,59,49,54.0,0.0,Saturday,5,416
2018-12-09,53,48,50.5,0.0,Sunday,6,326
2018-12-10,57,49,53.0,0.01,Monday,0,364
2018-12-11,59,46,52.5,0.0,Tuesday,1,385
2018-12-12,61,51,56.0,0.0,Wednesday,2,335
2018-12-13,62,49,55.5,0.0,Thursday,3,394
2018-12-14,62,51,56.5,0.04,Friday,4,382
2018-12-15,62,53,57.5,0.0,Saturday,5,378
2018-12-16,60,53,56.5,0.73,Sunday,6,317
2018-12-17,60,51,55.5,0.01,Monday,0,378
2018-12-18,62,50,56.0,0.0,Tuesday,1,349
2018-12-19,60,53,56.5,0.0,Wednesday,2,363
2018-12-20,55,50,52.5,0.0,Thursday,3,336
2018-12-21,58,53,55.5,0.09,Friday,4,415
2018-12-22,59,47,53.0,0.0,Saturday,5,355
2018-12-23,59,50,54.5,0.02,Sunday,6,329
2018-12-24,58,51,54.5,0.75,Monday,0,329
2018-12-25,60,47,53.5,0.0,Tuesday,1,311
2018-12-26,59,47,53.0,0.0,Wednesday,2,322
2018-12-27,59,47,53.0,0.0,Thursday,3,295
2018-12-28,60,48,54.0,0.0,Friday,4,396
2018-12-29,60,45,52.5,0.0,Saturday,5,358
2018-12-30,59,46,52.5,0.0,Sunday,6,304
2018-12-31,56,47,51.5,0.0,Monday,0,389
2019-01-01,55,45,50.0,0.0,Tuesday,1,369
2019-01-02,57,42,49.5,0.0,Wednesday,2,374
2019-01-03,55,44,49.5,0.0,Thursday,3,352
2019-01-04,56,45,50.5,0.0,Friday,4,348
2019-01-05,56,50,53.0,0.13,Saturday,5,362
2019-01-06,57,49,53.0,1.28,Sunday,6,354
2019-01-07,58,51,54.5,0.0,Monday,0,385
2019-01-08,59,52,55.5,0.04,Tuesday,1,341
2019-01-09,61,54,57.5,0.06,Wednesday,2,340
2019-01-10,58,51,54.5,0.0,Thursday,3,1
2019-01-11,57,50,53.5,0.29,Friday,4,1
2019-01-12,61,52,56.5,0.0,Saturday,5,319
2019-01-13,60,48,54.0,0.0,Sunday,6,326
2019-01-14,57,52,54.5,0.01,Monday,0,357
2019-01-15,56,51,53.5,0.86,Tuesday,1,338
2019-01-16,61,53,57.0,1.14,Wednesday,2,342
2019-01-17,59,52,55.5,0.52,Thursday,3,364
2019-01-18,62,52,57.0,0.0,Friday,4,384
2019-01-19,66,54,60.0,0.0,Saturday,5,366
2019-01-20,59,49,54.0,0.21,Sunday,6,319
2019-01-21,57,49,53.0,0.0,Monday,0,334
2019-01-22,60,46,53.0,0.0,Tuesday,1,333
2019-01-23,59,46,52.5,0.0,Wednesday,2,307
2019-01-24,66,48,57.0,0.0,Thursday,3,327
2019-01-25,65,49,57.0,0.0,Friday,4,359
2019-01-26,66,50,58.0,0.0,Saturday,5,357
2019-01-27,66,52,59.0,0.0,Sunday,6,331
2019-01-28,66,54,60.0,0.0,Monday,0,366
2019-01-29,61,52,56.5,0.0,Tuesday,1,341
2019-01-30,62,52,57.0,0.08,Wednesday,2,336
2019-01-31,60,53,56.5,0.51,Thursday,3,367
2019-02-01,58,53,55.5,0.21,Friday,4,338
2019-02-02,59,50,54.5,0.71,Saturday,5,367
2019-02-03,55,50,52.5,0.25,Sunday,6,396
2019-02-04,51,42,46.5,0.63,Monday,0,372
2019-02-05,50,40,45.0,0.04,Tuesday,1,367
2019-02-06,54,42,48.0,0.0,Wednesday,2,374
2019-02-07,55,43,49.0,0.0,Thursday,3,358
2019-02-08,51,46,48.5,0.26,Friday,4,390
2019-02-09,54,45,49.5,0.38,Saturday,5,411
2019-02-10,50,40,45.0,0.16,Sunday,6,364
2019-02-11,53,44,48.5,0.0,Monday,0,377
2019-02-12,53,44,48.5,0.28,Tuesday,1,347
2019-02-13,60,47,53.5,2.49,Wednesday,2,344
2019-02-14,62,48,55.0,1.0,Thursday,3,373
2019-02-15,54,46,50.0,0.14,Friday,4,385
2019-02-16,52,44,48.0,0.13,Saturday,5,345
2019-02-17,52,43,47.5,0.18,Sunday,6,333
2019-02-18,55,43,49.0,0.0,Monday,0,343
2019-02-19,56,43,49.5,0.0,Tuesday,1,380
2019-02-20,54,47,50.5,0.0,Wednesday,2,333
2019-02-21,56,43,49.5,0.0,Thursday,3,384
2019-02-22,56,44,50.0,0.0,Friday,4,435
2019-02-23,55,43,49.0,0.0,Saturday,5,331
2019-02-24,57,48,52.5,0.0,Sunday,6,321
2019-02-25,56,49,52.5,0.12,Monday,0,344
2019-02-26,58,52,55.0,0.63,Tuesday,1,354
2019-02-27,60,49,54.5,0.33,Wednesday,2,356
2019-02-28,56,49,52.5,0.0,Thursday,3,414
2019-03-01,57,47,52.0,0.01,Friday,4,408
2019-03-02,56,50,53.0,0.81,Saturday,5,386
2019-03-03,57,50,53.5,0.07,Sunday,6,390
2019-03-04,56,49,52.5,0.09,Monday,0,405
2019-03-05,57,50,53.5,0.37,Tuesday,1,397
2019-03-06,58,50,54.0,0.79,Wednesday,2,355
2019-03-07,54,48,51.0,0.04,Thursday,3,333
2019-03-08,54,46,50.0,0.0,Friday,4,421
2019-03-09,55,46,50.5,0.21,Saturday,5,384
2019-03-10,57,46,51.5,0.19,Sunday,6,347
2019-03-11,63,45,54.0,0.0,Monday,0,402
2019-03-12,57,49,53.0,0.0,Tuesday,1,356
2019-03-13,61,48,54.5,0.0,Wednesday,2,382
2019-03-14,64,47,55.5,0.0,Thursday,3,390
2019-03-15,68,48,58.0,0.0,Friday,4,382
2019-03-16,71,48,59.5,0.0,Saturday,5,374
2019-03-17,72,49,60.5,0.0,Sunday,6,386
2019-03-18,73,51,62.0,0.0,Monday,0,402
2019-03-19,68,51,59.5,0.0,Tuesday,1,349
2019-03-20,60,51,55.5,0.66,Wednesday,2,332
2019-03-21,60,49,54.5,0.0,Thursday,3,340
2019-03-22,56,50,53.0,0.61,Friday,4,369
2019-03-23,58,50,54.0,0.06,Saturday,5,369
2019-03-24,65,48,56.5,0.0,Sunday,6,365
2019-03-25,62,52,57.0,0.18,Monday,0,340
2019-03-26,64,49,56.5,0.12,Tuesday,1,373
2019-03-27,61,53,57.0,0.02,Wednesday,2,388
2019-03-28,63,53,58.0,0.08,Thursday,3,353
2019-03-29,59,49,54.0,0.0,Friday,4,364
2019-03-30,64,49,56.5,0.0,Saturday,5,360
2019-03-31,72,50,61.0,0.0,Sunday,6,363
2019-04-01,62,53,57.5,0.02,Monday,0,325
2019-04-02,60,53,56.5,0.1,Tuesday,1,358
2019-04-03,59,53,56.0,0.0,Wednesday,2,358
2019-04-04,63,53,58.0,0.01,Thursday,3,335
2019-04-05,62,54,58.0,0.13,Friday,4,345
2019-04-06,66,55,60.5,0.02,Saturday,5,348
2019-04-07,67,56,61.5,0.0,Sunday,6,393
2019-04-08,70,54,62.0,0.06,Monday,0,381
2019-04-09,61,53,57.0,0.0,Tuesday,1,339
2019-04-10,63,50,56.5,0.0,Wednesday,2,365
2019-04-11,59,53,56.0,0.0,Thursday,3,359
2019-04-12,64,50,57.0,0.0,Friday,4,335
2019-04-13,69,50,59.5,0.0,Saturday,5,353
2019-04-14,57,50,53.5,0.0,Sunday,6,334
2019-04-15,57,49,53.0,0.02,Monday,0,318
2019-04-16,61,50,55.5,0.06,Tuesday,1,365
2019-04-17,65,50,57.5,0.0,Wednesday,2,373
2019-04-18,75,51,63.0,0.0,Thursday,3,379
2019-04-19,61,50,55.5,0.0,Friday,4,379
2019-04-20,58,51,54.5,0.01,Saturday,5,378
2019-04-21,63,49,56.0,0.0,Sunday,6,336
2019-04-22,73,50,61.5,0.0,Monday,0,371
2019-04-23,82,54,68.0,0.0,Tuesday,1,362
2019-04-24,74,56,65.0,0.0,Wednesday,2,379
2019-04-25,60,52,56.0,0.0,Thursday,3,358
2019-04-26,63,52,57.5,0.0,Friday,4,359
2019-04-27,61,52,56.5,0.0,Saturday,5,373
2019-04-28,60,51,55.5,0.0,Sunday,6,354
2019-04-29,62,51,56.5,0.0,Monday,0,338
2019-04-30,60,53,56.5,0.0,Tuesday,1,318
2019-05-01,64,51,57.5,0.0,Wednesday,2,348
2019-05-02,65,51,58.0,0.0,Thursday,3,339
2019-05-03,61,50,55.5,0.0,Friday,4,396
2019-05-04,59,50,54.5,0.0,Saturday,5,384
2019-05-05,59,51,55.0,0.0,Sunday,6,321
2019-05-06,58,53,55.5,0.0,Monday,0,344
2019-05-07,62,52,57.0,0.0,Tuesday,1,358
2019-05-08,61,53,57.0,0.0,Wednesday,2,352
2019-05-09,62,53,57.5,0.0,Thursday,3,383
2019-05-10,63,53,58.0,0.0,Friday,4,395
2019-05-11,61,53,57.0,0.0,Saturday,5,381
2019-05-12,59,53,56.0,0.0,Sunday,6,319
2019-05-13,60,52,56.0,0.0,Monday,0,352
2019-05-14,61,54,57.5,0.0,Tuesday,1,365
2019-05-15,63,53,58.0,0.52,Wednesday,2,359
2019-05-16,59,50,54.5,0.26,Thursday,3,351
2019-05-17,61,50,55.5,0.0,Friday,4,394
2019-05-18,56,52,54.0,0.77,Saturday,5,359
2019-05-19,60,49,54.5,0.16,Sunday,6,341
2019-05-20,61,51,56.0,0.01,Monday,0,363
2019-05-21,59,52,55.5,0.2,Tuesday,1,316
